"Table 1a: Estimated population by sex, single year of age and 2011 Data Zone area, and council area: 30 June 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area code,Area name,Council area,All ages,,,PERSONS,,,,,,,,,,,,PERSONS,,,,,,,,,,,,,PERSONS,,,,,,,,,,,,PERSONS,,,,,,,,,,,,PERSONS,,,,,,,,,,,,PERSONS,,,,,,,,,,,,PERSONS,,,,,,,,,,,,,,,,
,,,,,AGE0,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,AGE7,AGE8,AGE9,AGE10,AGE11,AGE12,AGE13,AGE14,AGE15,AGE16,AGE17,AGE18,AGE19,AGE20,AGE21,AGE22,AGE23,AGE24,AGE25,AGE26,AGE27,AGE28,AGE29,AGE30,AGE31,AGE32,AGE33,AGE34,AGE35,AGE36,AGE37,AGE38,AGE39,AGE40,AGE41,AGE42,AGE43,AGE44,AGE45,AGE46,AGE47,AGE48,AGE49,AGE50,AGE51,AGE52,AGE53,AGE54,AGE55,AGE56,AGE57,AGE58,AGE59,AGE60,AGE61,AGE62,AGE63,AGE64,AGE65,AGE66,AGE67,AGE68,AGE69,AGE70,AGE71,AGE72,AGE73,AGE74,AGE75,AGE76,AGE77,AGE78,AGE79,AGE80,AGE81,AGE82,AGE83,AGE84,AGE85,AGE86,AGE87,AGE88,AGE89,AGE90+
S01012073,Paisley North West - 04,Renfrewshire,751,,10,10,3,5,9,5,9,13,6,3,4,14,7,9,4,5,2,3,6,6,6,7,9,12,16,10,20,20,13,18,19,13,18,5,13,11,10,3,15,12,9,9,9,6,10,3,7,11,15,14,14,18,17,8,17,17,14,10,10,11,11,7,11,6,5,8,7,9,1,6,6,6,3,4,10,4,4,3,4,1,5,2,2,2,2,4,0,3,1,1,1
S01012074,Paisley West - 01,Renfrewshire,709,,10,1,10,3,15,2,5,8,7,2,2,3,7,1,5,4,6,13,7,6,10,7,4,13,17,8,6,15,13,22,16,3,8,12,16,6,13,10,7,1,11,13,8,15,2,17,17,6,19,5,11,17,20,13,14,7,17,15,14,7,16,12,9,7,9,0,5,6,6,7,3,1,2,5,7,4,1,1,4,2,5,4,4,2,1,5,6,1,0,2,0
S01012075,Paisley West - 02,Renfrewshire,631,,4,7,4,1,6,8,1,3,6,5,3,8,8,6,3,9,6,5,7,14,12,11,4,8,10,12,10,10,8,12,12,11,2,4,1,4,7,2,8,8,0,8,3,4,15,10,13,11,13,8,11,17,16,14,18,16,18,19,20,12,19,13,16,9,6,5,2,2,5,6,6,4,4,2,1,2,2,1,2,0,3,1,1,2,0,0,0,0,1,0,0
S01012076,Paisley West - 03,Renfrewshire,612,,6,3,3,5,4,2,5,8,6,9,6,2,2,2,7,3,8,10,3,11,8,3,9,4,8,5,9,4,6,6,7,5,8,20,14,18,7,7,5,2,6,13,9,10,17,6,12,6,14,18,8,5,16,11,12,7,17,9,15,11,17,9,11,10,9,5,8,10,6,6,4,6,2,1,7,1,3,5,2,3,0,3,0,0,1,0,0,0,0,1,0
S01012077,Paisley West - 04,Renfrewshire,695,,11,6,5,10,12,2,12,7,1,11,16,6,9,9,5,5,7,10,5,6,9,11,10,9,11,7,12,19,11,10,16,7,13,16,10,11,11,23,7,7,11,8,14,8,1,7,10,7,7,3,5,9,17,9,14,11,7,11,11,7,7,5,4,10,6,8,10,4,4,8,11,8,4,3,4,3,3,7,1,7,1,4,0,2,0,0,2,1,2,0,4
S01012078,Paisley West - 05,Renfrewshire,1105,,4,8,6,5,9,10,10,13,22,7,11,14,14,12,6,10,10,7,17,7,4,17,12,12,10,9,9,7,16,16,8,4,4,11,9,14,13,11,16,8,12,13,18,13,16,10,16,13,18,12,12,17,20,22,17,13,16,21,15,20,7,17,12,10,4,5,5,12,6,8,10,3,11,7,9,5,9,6,9,7,12,8,14,10,7,10,9,15,10,16,106
S01012079,Paisley West - 06,Renfrewshire,864,,6,7,15,7,13,16,10,9,8,8,6,14,10,8,13,7,8,11,10,15,3,12,15,11,14,4,13,6,19,11,8,19,5,15,9,1,7,4,15,20,6,2,5,7,11,5,8,9,7,11,10,12,14,13,12,19,15,11,14,7,19,14,23,8,8,14,13,8,18,7,8,11,5,10,3,13,4,6,4,12,6,4,3,3,6,6,5,4,2,0,7
S01012080,Paisley West - 07,Renfrewshire,848,,9,15,17,13,22,19,18,12,15,11,17,13,14,15,13,21,5,17,10,8,11,7,10,13,9,11,19,13,11,11,23,13,9,16,13,21,22,11,17,10,11,12,6,4,7,12,12,13,15,5,8,8,9,9,12,16,11,13,5,8,16,9,10,8,2,5,2,8,3,1,2,6,0,4,6,2,2,2,0,1,1,3,1,1,0,1,0,0,0,0,2
S01012081,Paisley Foxbar - 01,Renfrewshire,729,,8,8,7,8,7,10,11,8,12,3,10,8,11,8,11,4,2,6,10,5,13,9,2,15,7,13,12,5,18,17,9,18,20,21,7,17,7,17,6,4,11,11,9,6,2,8,5,12,9,11,5,9,13,15,9,11,16,13,7,14,7,7,11,7,9,3,4,8,9,6,8,7,3,5,5,3,6,3,6,5,2,1,1,2,4,3,0,0,1,0,3
S01012082,Paisley Foxbar - 02,Renfrewshire,547,,3,7,7,7,5,12,5,5,2,4,12,2,2,10,8,2,7,4,2,8,9,9,8,4,6,10,14,6,7,6,16,8,4,6,5,10,0,6,7,2,7,10,1,11,3,6,7,14,5,10,6,6,11,9,7,17,4,11,9,9,5,11,12,4,10,2,2,1,11,8,7,8,6,1,2,1,3,2,5,0,4,3,0,5,1,2,2,1,0,2,6
S01012083,Paisley Foxbar - 03,Renfrewshire,683,,6,8,5,4,5,14,6,3,10,4,6,8,4,9,5,1,7,10,13,6,5,8,8,6,9,22,5,8,9,9,4,7,13,2,9,9,11,11,6,3,10,8,4,7,5,7,9,8,0,16,16,11,19,13,12,10,9,12,11,14,15,5,4,5,4,8,12,5,6,4,13,9,5,7,4,2,5,9,4,4,6,2,11,6,3,4,6,5,4,2,5
S01012084,Paisley Foxbar - 04,Renfrewshire,548,,6,1,5,3,7,7,6,6,3,5,8,5,9,6,7,10,1,3,10,3,2,3,6,9,11,7,8,6,7,10,12,8,3,1,4,7,4,6,5,5,3,2,7,1,7,8,4,7,6,7,6,13,9,13,17,18,4,8,4,12,10,6,12,3,7,12,5,7,8,8,12,4,5,0,8,9,2,4,8,5,3,1,1,2,1,2,4,3,1,0,4
S01012085,Paisley Foxbar - 05,Renfrewshire,654,,9,6,7,8,7,6,9,8,8,8,7,8,6,5,5,5,7,7,8,8,9,10,1,9,6,11,5,12,4,7,6,13,7,2,6,14,5,4,7,4,4,8,5,3,8,7,10,8,3,2,7,8,22,14,10,11,11,11,3,12,21,16,12,14,11,4,7,2,8,11,14,9,4,4,10,14,2,6,5,5,4,6,2,0,4,2,1,2,1,0,2
S01012086,Paisley Foxbar - 06,Renfrewshire,911,,3,9,10,11,13,17,16,15,16,18,19,10,16,6,7,10,14,6,8,12,9,8,7,10,9,8,9,7,18,13,19,17,11,15,15,9,10,21,17,6,5,14,8,14,14,8,15,9,15,10,17,15,15,10,13,9,10,23,15,9,14,11,11,6,6,8,4,8,8,6,6,3,7,7,5,6,8,8,10,4,5,2,4,7,7,4,3,0,5,2,4
S01012087,Paisley Foxbar - 07,Renfrewshire,723,,7,9,5,6,6,8,6,9,5,8,5,3,3,2,1,10,8,6,10,16,5,10,9,5,6,12,8,5,5,7,10,9,12,9,7,14,15,11,17,11,6,7,4,6,5,11,13,13,12,17,18,12,15,26,13,13,13,6,12,9,12,11,11,9,6,7,5,3,9,6,4,3,2,9,8,2,2,5,6,6,5,2,5,5,2,7,6,3,1,6,4
S01012088,Paisley South West - 01,Renfrewshire,716,,7,5,10,5,5,6,3,9,6,5,4,12,18,5,12,8,11,16,16,16,13,10,6,6,15,15,7,9,6,8,4,7,7,7,10,7,3,7,3,8,8,13,8,5,9,9,14,19,10,21,14,14,16,16,13,15,8,19,11,12,12,15,4,11,4,8,10,5,5,2,3,3,3,5,8,4,6,2,3,2,2,0,1,4,0,3,0,0,0,0,0
S01012089,Paisley South West - 02,Renfrewshire,757,,8,7,3,1,2,7,6,8,5,7,5,10,9,9,10,9,7,11,12,3,9,7,10,12,9,9,1,3,3,10,4,2,8,12,5,7,4,10,9,6,7,12,9,12,16,11,18,17,17,13,14,15,7,12,19,9,15,14,13,5,11,12,14,15,8,6,8,11,7,8,17,12,6,7,11,9,13,4,10,6,4,7,4,2,3,2,5,1,0,0,0
S01012090,Paisley South West - 03,Renfrewshire,832,,5,5,6,4,5,4,4,7,9,5,11,9,9,10,12,7,9,11,11,9,7,12,9,10,3,9,6,0,5,12,0,2,3,2,6,6,1,5,8,7,4,5,3,8,9,7,20,15,17,13,11,3,14,14,11,15,17,20,15,18,13,14,8,10,14,20,24,29,17,20,12,26,14,16,16,4,10,6,5,6,8,6,3,5,2,4,3,3,1,2,7
S01012091,Paisley South West - 04,Renfrewshire,490,,4,3,3,2,5,2,5,3,4,3,1,1,6,3,5,6,5,2,4,6,3,6,3,1,6,8,6,7,8,12,8,5,7,8,2,7,3,0,1,4,3,3,6,4,6,7,3,8,7,11,7,11,8,4,5,9,5,9,8,17,21,4,13,9,8,16,9,3,7,8,6,9,8,6,4,4,4,5,3,7,3,0,0,2,7,2,0,0,0,2,1
S01012092,Paisley South West - 05,Renfrewshire,481,,4,5,3,2,3,0,2,1,2,4,5,5,2,5,2,4,2,5,0,7,7,8,6,8,5,3,4,4,4,5,4,6,3,5,5,2,8,2,4,6,5,1,8,4,5,7,9,6,9,9,2,9,9,8,9,10,12,11,17,8,11,8,13,7,12,4,5,11,11,6,3,10,1,1,8,5,6,7,3,7,6,0,3,7,1,2,0,1,0,0,2
S01012093,Paisley South West - 06,Renfrewshire,524,,3,5,4,4,3,4,1,2,3,5,3,0,5,7,2,3,4,0,5,3,9,4,7,4,0,6,5,5,9,7,10,4,1,7,2,8,6,9,7,2,5,1,7,2,7,1,3,8,6,6,15,7,7,13,8,10,10,15,9,11,9,15,8,3,6,5,14,9,7,12,7,15,5,3,8,6,4,4,3,7,12,8,6,2,5,3,2,1,2,2,2
S01012094,Paisley South West - 07,Renfrewshire,791,,5,14,5,6,12,9,7,11,6,8,6,3,4,5,9,4,10,5,8,7,20,5,8,7,5,1,8,4,2,6,7,13,5,9,4,14,6,10,17,6,8,7,2,6,18,5,10,14,6,9,13,16,12,13,20,14,12,11,11,9,10,10,15,11,12,13,12,15,8,13,10,7,8,20,13,17,7,6,7,4,6,4,6,3,6,4,9,4,4,0,10
S01012095,Paisley Glenburn West - 01,Renfrewshire,1046,,9,11,10,12,10,15,12,8,15,8,12,15,15,19,12,11,17,23,8,15,10,17,7,16,20,18,12,5,11,8,18,10,15,14,8,18,16,17,10,14,13,11,10,8,12,11,12,15,23,13,15,11,12,19,24,23,23,24,16,12,11,14,8,12,13,19,10,8,6,13,3,9,15,8,9,3,6,9,2,5,5,3,4,2,1,2,0,8,1,2,7
S01012096,Paisley Glenburn West - 02,Renfrewshire,830,,11,14,11,13,11,8,9,6,11,12,11,2,10,4,11,10,5,8,15,17,9,16,9,9,10,15,10,18,15,9,12,14,8,6,8,11,1,14,6,2,7,9,8,11,4,9,5,9,7,10,12,17,21,15,12,8,10,16,8,9,9,13,9,7,10,9,8,11,8,5,10,7,13,9,12,13,13,13,7,9,5,1,7,4,4,3,0,2,1,0,0
S01012097,Paisley Glenburn West - 03,Renfrewshire,750,,23,11,8,8,9,6,9,9,14,15,10,5,6,7,13,13,11,9,14,13,12,6,8,6,7,7,12,10,7,8,9,18,13,10,10,10,10,10,12,10,8,5,12,7,6,17,11,6,10,12,9,7,10,16,9,5,8,4,15,7,8,6,12,9,4,7,10,6,10,8,5,14,5,6,4,2,4,6,5,4,3,4,5,3,1,0,0,0,1,1,5
S01012098,Paisley Glenburn West - 04,Renfrewshire,597,,5,8,5,5,8,11,8,3,9,12,2,12,9,7,7,6,6,10,3,9,9,1,4,15,13,6,11,4,9,7,9,6,7,5,3,8,1,4,3,6,3,2,2,5,18,8,9,11,14,10,9,6,9,8,14,3,11,13,15,10,6,9,9,4,6,9,6,5,5,8,10,11,3,1,4,2,6,10,4,3,5,2,3,2,3,2,0,2,0,1,0
S01012099,Paisley Glenburn West - 05,Renfrewshire,842,,6,6,9,6,8,9,7,7,4,14,5,8,8,7,2,17,14,7,5,10,7,10,12,8,8,14,13,10,11,10,12,4,4,8,3,4,4,6,10,3,10,2,5,4,4,6,12,16,14,7,16,14,18,9,9,6,8,12,13,23,10,8,12,8,8,6,11,6,7,13,10,9,6,11,12,12,10,10,9,6,5,12,14,12,8,8,12,7,10,8,34
S01012100,Paisley Glenburn East - 01,Renfrewshire,1051,,8,7,9,11,15,14,5,14,7,9,16,23,15,16,14,9,8,13,17,21,15,12,9,7,14,14,9,7,13,10,11,15,11,10,10,11,14,15,6,8,8,13,12,12,18,6,24,13,16,14,13,25,8,14,20,11,26,19,15,9,14,15,9,13,14,9,13,7,13,19,8,16,16,7,11,2,11,9,6,9,5,3,10,8,10,8,4,2,5,1,6
S01012101,Paisley Glenburn East - 02,Renfrewshire,730,,4,2,2,5,3,7,5,2,8,6,11,7,6,7,12,10,5,9,10,9,13,5,9,11,8,12,12,11,8,6,9,2,5,8,6,3,4,1,5,9,1,8,9,7,10,10,13,14,8,9,13,11,17,15,16,9,12,18,12,11,18,14,8,11,9,10,7,12,8,10,10,8,8,15,7,12,4,4,5,6,5,8,2,6,5,2,6,2,2,0,6
S01012102,Paisley Glenburn East - 03,Renfrewshire,648,,7,7,9,11,5,10,10,10,7,7,11,11,7,7,15,9,6,5,10,5,8,10,14,12,3,5,14,11,21,6,4,4,11,4,4,22,10,12,6,6,5,7,13,11,2,3,17,15,9,14,13,12,12,12,10,7,8,9,2,10,9,11,5,3,2,6,3,8,9,4,2,5,3,2,4,2,3,4,5,2,1,2,1,0,0,0,0,1,0,2,2
S01012103,Paisley Glenburn East - 04,Renfrewshire,887,,8,14,10,11,14,9,15,11,7,14,9,11,4,14,8,5,10,11,11,3,9,14,18,17,2,15,13,9,7,3,14,9,3,18,9,14,15,14,9,7,14,11,12,10,15,10,11,18,22,10,14,11,17,18,16,12,14,14,14,20,13,10,7,10,18,12,6,3,7,3,8,8,5,6,7,6,8,4,7,3,6,5,3,1,4,2,1,5,3,1,4
S01012104,Paisley South - 01,Renfrewshire,824,,9,8,5,14,10,9,19,0,9,7,22,12,12,2,11,6,13,7,8,15,13,9,16,8,12,20,4,7,3,6,11,6,9,6,6,16,7,24,8,10,14,14,12,11,4,13,16,10,18,13,16,36,19,22,26,24,23,8,7,17,4,6,7,9,8,2,11,5,1,1,2,3,2,3,3,3,4,3,4,4,2,3,2,2,1,1,1,3,1,0,1
S01012105,Paisley South - 02,Renfrewshire,1058,,5,9,10,10,7,2,18,9,8,9,7,11,16,8,8,14,16,16,11,10,18,20,9,11,5,7,13,12,19,10,12,11,16,16,8,12,6,4,16,8,8,5,17,4,8,7,13,18,13,16,12,18,16,19,26,18,19,24,23,13,17,23,26,18,16,17,10,12,15,11,16,23,11,10,8,14,5,5,7,12,8,4,6,6,4,4,2,4,1,6,3
S01012106,Paisley South - 03,Renfrewshire,1063,,7,6,2,10,2,12,6,6,9,23,12,11,7,21,12,12,13,12,7,8,9,11,9,21,5,15,11,20,13,17,15,9,22,17,17,19,15,14,7,20,8,10,9,16,15,8,18,9,24,25,25,23,21,21,24,23,33,20,15,23,10,14,16,15,9,9,9,17,3,9,7,14,3,4,6,8,5,8,3,5,1,7,1,5,2,1,4,3,2,2,7
S01012107,Paisley South - 04,Renfrewshire,638,,6,8,11,9,11,5,6,8,10,3,8,7,8,6,4,4,5,3,10,5,8,3,4,11,7,7,2,4,4,1,8,5,2,7,10,2,9,9,7,7,10,7,3,4,5,14,3,9,15,8,9,5,11,14,15,15,16,6,10,15,8,12,7,11,11,9,14,15,8,4,6,9,10,3,3,3,2,7,3,2,2,6,1,12,4,1,1,1,2,3,10
S01012108,Paisley South East - 01,Renfrewshire,893,,4,4,5,3,2,7,7,4,4,3,5,4,4,2,2,1,1,1,1,9,2,9,8,2,13,10,10,8,11,8,4,12,9,14,9,5,10,9,7,4,3,10,7,12,4,4,10,9,6,19,1,14,11,16,16,14,25,22,14,11,17,17,8,16,15,16,19,12,16,22,13,19,9,11,13,12,11,14,17,18,9,22,17,14,17,12,11,10,8,7,6
S01012109,Paisley South East - 02,Renfrewshire,1017,,16,18,13,10,16,10,20,11,11,14,11,12,5,17,11,9,4,6,3,6,12,23,13,22,23,21,12,26,13,29,25,18,15,17,19,10,11,17,15,23,12,20,8,13,5,10,16,13,9,18,17,19,23,18,22,19,19,7,8,17,12,9,12,12,10,5,4,8,3,6,1,5,8,1,6,3,2,4,2,4,2,1,7,1,2,0,1,2,1,1,2
S01012110,Paisley South East - 03,Renfrewshire,789,,2,4,10,2,9,12,9,7,3,3,6,5,12,7,5,4,9,7,5,16,10,11,7,4,12,12,12,11,5,7,6,8,12,21,9,8,14,12,12,10,11,6,11,15,7,1,7,4,16,19,15,10,5,13,11,15,17,17,10,11,14,8,9,12,8,3,9,5,12,10,13,4,8,10,4,10,12,5,12,3,8,11,10,7,0,2,5,3,6,2,3
S01012111,Paisley South East - 04,Renfrewshire,650,,5,9,9,5,13,13,6,7,7,5,5,3,5,10,7,9,12,2,5,10,14,6,9,10,6,10,12,15,4,16,9,11,22,13,2,13,8,3,13,15,8,5,7,8,9,7,7,15,13,17,13,13,6,9,12,9,14,6,10,9,5,5,4,2,3,5,8,0,4,5,3,10,1,2,2,0,2,0,5,3,5,2,5,1,4,0,2,2,0,4,1
S01012112,Paisley South East - 05,Renfrewshire,710,,4,4,11,3,6,7,7,4,3,11,4,3,6,2,5,3,1,5,5,4,4,8,5,6,4,6,10,6,16,3,12,12,5,7,6,5,16,10,8,12,5,5,9,10,13,7,6,9,9,12,1,9,6,8,14,5,21,11,6,1,13,4,11,16,12,12,12,8,14,14,11,17,18,7,9,5,9,3,9,7,10,10,8,4,8,10,8,2,2,3,8
S01012113,Paisley South East - 06,Renfrewshire,928,,5,10,12,3,10,16,10,4,9,5,8,5,2,10,14,7,14,3,12,4,6,10,8,11,18,14,7,10,9,9,10,14,9,12,9,13,9,14,9,8,8,2,17,4,11,6,16,13,11,12,13,14,22,19,21,22,15,20,13,20,12,12,21,12,5,8,7,7,21,14,12,14,12,5,6,13,9,4,5,8,8,6,10,7,11,5,5,6,3,4,5
S01012114,Paisley South East - 07,Renfrewshire,933,,8,6,2,7,12,5,10,12,5,20,11,7,7,10,11,6,8,10,20,24,17,37,27,28,20,12,7,6,2,2,10,6,5,7,8,9,7,12,11,7,5,16,12,18,18,12,14,7,8,18,12,7,15,15,15,13,14,11,5,10,12,5,13,12,10,8,20,14,10,12,10,16,5,9,5,11,6,5,5,9,4,5,6,4,7,2,4,6,1,4,7
S01012115,Paisley Dykebar - 01,Renfrewshire,514,,3,4,1,3,6,6,5,8,5,1,3,6,11,9,5,5,7,8,6,1,2,2,9,5,10,2,7,2,4,1,2,10,5,5,15,12,7,2,11,8,2,2,4,4,5,5,3,15,10,11,8,11,19,11,10,4,5,11,10,2,5,1,2,5,7,4,3,2,6,5,3,5,11,5,4,6,7,13,6,2,4,8,3,4,5,2,2,2,2,1,3
S01012116,Paisley Dykebar - 02,Renfrewshire,584,,6,6,7,6,6,5,12,9,9,5,9,7,2,4,7,4,5,8,1,6,8,4,4,6,13,6,6,9,7,11,5,12,13,13,4,5,4,2,9,3,5,9,7,8,9,6,14,13,4,9,6,10,10,11,17,11,9,3,7,5,3,1,6,3,7,7,3,6,7,5,5,9,4,6,7,4,4,6,4,8,6,4,3,6,4,2,6,2,0,1,4
S01012117,Paisley Dykebar - 03,Renfrewshire,1400,,15,27,23,26,31,19,19,25,24,31,23,19,26,20,20,11,12,15,18,16,12,15,12,12,14,11,15,13,13,11,24,18,21,22,26,26,23,32,29,32,26,22,22,25,28,24,22,24,28,22,19,22,23,12,29,22,24,15,12,13,14,10,12,10,7,10,9,4,3,6,13,10,9,8,6,4,6,3,1,3,1,2,0,2,2,1,0,2,2,1,4
S01012118,Paisley Dykebar - 04,Renfrewshire,638,,10,3,10,5,4,6,2,3,8,6,10,8,9,9,3,7,5,15,4,10,12,14,11,15,7,6,8,7,6,5,11,9,3,8,4,11,12,6,2,4,3,5,8,5,12,10,17,8,13,11,8,11,6,14,11,21,9,14,19,14,17,4,4,8,10,12,2,10,5,6,7,5,2,1,2,1,1,5,4,4,3,0,3,0,1,1,2,1,0,0,0
S01012119,Paisley Dykebar - 05,Renfrewshire,858,,9,5,9,6,8,6,9,10,9,8,12,5,9,12,10,2,13,13,3,8,11,10,12,12,15,10,14,9,8,9,3,10,9,7,4,4,6,12,0,5,7,6,14,7,6,15,18,7,13,7,21,14,7,14,20,10,17,21,10,12,19,6,15,13,12,15,9,13,4,10,14,22,15,18,11,15,10,7,12,4,7,6,4,4,2,1,2,1,1,0,4
S01012120,Paisley East - 01,Renfrewshire,634,,4,6,11,4,5,13,10,11,8,14,3,8,10,6,4,7,7,7,4,8,8,12,3,8,7,5,5,2,12,5,18,3,19,12,11,11,8,7,7,5,7,1,4,12,9,5,3,11,8,4,19,12,13,10,3,7,6,9,7,7,6,6,3,7,4,1,1,5,6,5,6,7,5,5,2,2,3,4,3,8,6,3,5,8,7,1,2,7,6,7,18
S01012121,Paisley East - 02,Renfrewshire,1074,,5,6,11,8,9,15,17,8,19,23,14,8,11,19,10,25,18,20,11,17,11,17,18,10,12,16,9,5,13,4,14,11,6,10,14,14,16,15,14,10,6,10,9,11,13,14,15,6,15,19,16,9,9,20,20,16,18,13,17,14,20,3,9,12,13,9,8,7,12,13,13,15,9,6,5,9,7,12,9,4,18,9,7,2,8,9,9,7,4,5,18
S01012122,Paisley East - 03,Renfrewshire,717,,4,8,13,9,4,6,11,10,3,8,8,11,8,11,12,8,13,7,6,12,9,5,7,7,11,18,7,4,3,8,8,5,10,3,10,8,13,4,13,1,3,2,9,6,16,6,11,6,12,13,7,9,18,11,4,9,12,20,12,16,14,11,4,1,6,6,5,9,5,11,12,12,15,9,11,4,6,7,4,3,3,8,6,7,2,2,3,1,2,0,0
S01012123,Paisley East - 04,Renfrewshire,469,,8,4,6,3,2,4,2,8,5,3,3,7,4,10,2,8,8,6,10,4,5,7,3,8,10,11,5,9,4,2,9,7,3,5,4,19,6,6,13,6,2,4,0,3,3,5,7,10,6,8,8,10,5,7,1,12,2,13,6,10,2,7,7,2,5,3,7,10,4,5,3,7,1,4,1,3,0,4,2,2,4,0,3,0,1,2,4,0,4,0,1
S01012124,Paisley East - 05,Renfrewshire,480,,3,5,2,2,4,1,0,4,3,5,1,0,5,4,3,4,1,4,3,5,4,2,2,7,3,9,4,13,15,17,9,4,5,4,6,2,11,4,8,3,4,3,9,6,7,6,6,9,7,6,8,11,7,11,10,8,8,10,9,11,10,3,11,9,11,7,9,6,4,9,11,8,2,5,2,2,3,3,2,4,0,2,1,2,0,2,2,0,0,0,3
S01012125,Paisley East - 06,Renfrewshire,769,,9,8,6,8,5,8,10,4,11,8,6,8,2,7,1,7,6,5,5,6,9,5,11,12,14,23,11,15,15,6,13,14,15,12,10,18,8,9,6,13,16,15,10,7,9,12,14,20,7,13,7,16,9,15,9,13,16,17,5,14,14,4,5,5,8,8,14,10,11,9,6,7,4,2,9,1,2,7,3,2,3,5,1,5,3,2,1,2,2,1,0
S01012126,Paisley Central - 01,Renfrewshire,748,,4,4,10,5,7,8,4,9,9,7,6,6,14,3,5,8,8,6,11,8,11,8,6,11,11,6,11,13,11,14,2,14,6,15,10,22,21,25,9,14,21,10,15,20,12,14,6,22,16,9,17,15,10,9,14,11,16,9,8,6,6,8,11,8,1,2,4,7,1,1,8,6,7,5,4,0,2,1,5,3,0,0,3,0,2,2,1,0,1,1,6
S01012127,Paisley Central - 02,Renfrewshire,1434,,12,5,9,9,11,5,7,3,8,3,7,4,6,7,5,5,4,8,18,34,65,61,65,60,61,39,37,49,43,39,31,47,26,23,11,21,21,26,22,18,14,14,14,7,28,14,12,14,6,11,11,18,19,9,18,17,7,17,11,10,13,14,6,9,14,4,7,8,11,19,9,4,10,10,13,13,2,7,2,7,11,6,2,3,5,4,2,2,2,1,8
S01012128,Paisley Central - 03,Renfrewshire,532,,14,6,6,6,7,5,9,8,1,5,7,2,4,2,2,2,2,5,3,9,9,7,19,10,9,18,10,27,13,24,16,10,10,12,4,21,17,13,7,9,11,12,6,1,9,5,3,3,8,7,5,3,3,13,6,4,6,0,0,5,5,3,5,3,2,1,4,3,1,3,2,1,5,2,0,3,0,2,1,1,0,0,1,1,0,0,0,1,0,1,1
S01012129,Paisley Central - 04,Renfrewshire,680,,5,4,6,7,1,8,14,9,4,1,2,3,5,3,5,3,1,4,5,5,5,10,14,5,19,9,32,24,14,13,8,13,10,10,12,4,15,6,9,7,13,7,15,8,8,9,10,4,11,16,15,14,14,6,9,8,11,9,15,14,9,6,8,8,4,12,3,5,8,8,6,9,5,7,3,3,1,1,1,4,2,3,1,2,3,1,1,0,3,2,1
S01012130,Paisley Central - 05,Renfrewshire,1020,,4,4,6,2,8,9,6,4,2,3,7,9,3,2,2,1,2,4,5,2,6,7,7,13,14,7,6,13,21,16,17,19,14,15,12,7,11,16,6,3,8,11,9,13,22,15,11,15,16,14,13,10,23,8,17,15,20,10,19,13,10,17,25,18,9,19,7,15,13,14,12,14,8,11,15,13,15,12,17,13,12,11,17,12,15,12,13,8,10,8,28
S01012131,Paisley Central - 06,Renfrewshire,1101,,5,6,5,6,7,6,1,3,6,4,11,13,8,5,3,5,3,6,9,11,20,26,33,42,33,28,46,28,32,27,52,30,16,10,24,25,6,14,22,10,22,0,8,22,7,13,24,26,20,22,11,6,13,17,10,20,16,25,12,8,12,16,14,5,2,1,12,10,2,3,9,6,3,2,10,2,7,1,4,4,9,4,1,4,3,2,0,1,0,1,2
S01012132,Paisley Central - 07,Renfrewshire,755,,15,8,11,9,8,2,10,9,3,3,4,3,0,1,8,0,2,4,5,5,7,10,13,15,25,37,26,23,25,14,14,31,16,21,24,12,17,7,16,16,6,9,8,4,0,5,11,6,8,6,11,15,17,12,17,12,1,7,7,9,6,5,5,10,1,3,5,6,5,2,5,5,3,2,1,3,6,5,1,6,3,1,3,0,0,1,2,2,1,2,5
S01012133,Paisley Central - 08,Renfrewshire,740,,3,4,11,0,5,9,9,12,6,0,9,8,10,2,8,3,2,4,10,15,18,31,28,20,20,15,13,25,10,19,23,14,10,6,10,5,5,2,6,4,7,7,6,15,4,13,12,7,5,10,8,15,14,9,14,5,3,13,13,12,13,12,7,14,8,12,7,6,6,9,3,3,6,2,3,1,3,2,0,5,2,2,3,2,0,1,0,0,0,1,1
S01012134,Paisley North East - 01,Renfrewshire,1148,,11,12,6,6,10,5,10,6,4,9,9,7,14,8,5,7,12,6,1,3,10,8,9,13,17,15,6,22,22,24,15,24,13,15,20,14,20,15,21,17,12,9,14,13,10,12,11,14,14,8,15,14,9,11,17,19,16,12,12,17,8,17,12,15,15,25,20,15,16,14,16,14,7,11,14,9,15,16,9,14,16,9,10,18,9,9,5,12,9,9,30
